Date,Time Spent (seconds),Number of People,Activity,Category,Productivity
2015-09-08T09:00:00,2,1,URL,Search,0
2015-09-08T09:00:00,1,1,URL,Project Management,2
2015-09-08T10:00:00,1036,1,evernote,Intelligence,1
2015-09-08T10:00:00,83,1,URL,Uncategorized,0
2015-09-08T10:00:00,69,1,calendar,Calendars,0
2015-09-08T10:00:00,63,1,kiwi for gmail,Uncategorized,0
2015-09-08T10:00:00,58,1,loginwindow,General Utilities,1
2015-09-08T10:00:00,43,1,URL,General Reference & Learning,2
2015-09-08T10:00:00,12,1,URL,Project Management,2
2015-09-08T10:00:00,9,1,newtab,Browsers,0
2015-09-08T10:00:00,3,1,Skype,Voice Chat,-1
2015-09-08T10:00:00,2,1,evernote,Intelligence,1
2015-09-08T10:00:00,2,1,URL,Search,2
2015-09-08T10:00:00,2,1,Skype,Voice Chat,-1
2015-09-08T10:00:00,1,1,URL,Calendars,-2
2015-09-08T11:00:00,463,1,URL,General Social Networking,-2
2015-09-08T11:00:00,32,1,URL,Uncategorized,0
2015-09-08T11:00:00,26,1,Gmail,Email,-2
2015-09-08T11:00:00,24,1,URL,General Social Networking,-2
2015-09-08T11:00:00,23,1,Gmail,Email,-2
2015-09-08T11:00:00,22,1,newtab,Browsers,0
2015-09-08T11:00:00,18,1,slack,Instant Message,-2
2015-09-08T11:00:00,17,1,loginwindow,General Utilities,1
2015-09-08T11:00:00,14,1,Gmail,Email,-2
2015-09-08T11:00:00,10,1,URL,General Social Networking,-2
2015-09-08T11:00:00,8,1,URL,General Social Networking,-2
2015-09-08T11:00:00,7,1,evernote,Intelligence,1
2015-09-08T11:00:00,6,1,URL,Search,0
2015-09-08T11:00:00,5,1,Gmail,Email,-2
2015-09-08T11:00:00,3,1,Gmail,Email,-2
2015-09-08T11:00:00,3,1,URL,General Reference & Learning,2
2015-09-08T11:00:00,2,1,newtab,Browsers,0
2015-09-08T11:00:00,1,1,URL,General Social Networking,-2
2015-09-08T12:00:00,546,1,URL,Uncategorized,0
2015-09-08T12:00:00,443,1,URL,Calendars,-2
2015-09-08T12:00:00,338,1,URL,Writing,2
2015-09-08T12:00:00,164,1,calendar,Calendars,0
2015-09-08T12:00:00,108,1,URL,Uncategorized,0
2015-09-08T12:00:00,84,1,URL,Uncategorized,0
2015-09-08T12:00:00,82,1,slack,Instant Message,-2
2015-09-08T12:00:00,60,1,kiwi for gmail,Uncategorized,0
2015-09-08T12:00:00,52,1,URL,General Business,2
2015-09-08T12:00:00,48,1,loginwindow,General Utilities,1
2015-09-08T12:00:00,43,1,URL,General Social Networking,-2
2015-09-08T12:00:00,36,1,Gmail,Email,-2
2015-09-08T12:00:00,36,1,URL,General Reference & Learning,2
2015-09-08T12:00:00,32,1,URL,General Reference & Learning,1
2015-09-08T12:00:00,26,1,URL,General Business,2
2015-09-08T12:00:00,20,1,URL,General Business,2
2015-09-08T12:00:00,18,1,newtab,Browsers,0
2015-09-08T12:00:00,14,1,URL,Search,0
2015-09-08T12:00:00,14,1,URL,General Social Networking,-2
2015-09-08T12:00:00,13,1,URL,General Social Networking,-2
2015-09-08T12:00:00,9,1,Gmail,Email,-2
2015-09-08T12:00:00,8,1,URL,General Business,2
2015-09-08T12:00:00,7,1,newtab,Browsers,0
2015-09-08T12:00:00,6,1,URL,General Business,2
2015-09-08T12:00:00,5,1,URL,General Reference & Learning,2
2015-09-08T12:00:00,5,1,URL,General Business,2
2015-09-08T12:00:00,4,1,URL,Search,0
2015-09-08T12:00:00,3,1,URL,Search,0
2015-09-08T12:00:00,3,1,URL,General Business,2
2015-09-08T12:00:00,3,1,URL,General Business,2
2015-09-08T12:00:00,3,1,URL,Search,0
2015-09-08T12:00:00,2,1,URL,General Business,2
2015-09-08T12:00:00,1,1,URL,General Business,2
2015-09-08T12:00:00,1,1,calendar,Calendars,0
2015-09-08T12:00:00,1,1,URL,Uncategorized,0
2015-09-08T12:00:00,1,1,URL,Search,0
2015-09-08T13:00:00,315,1,kiwi for gmail,Uncategorized,0
2015-09-08T13:00:00,78,1,URL,General Social Networking,-2
2015-09-08T13:00:00,28,1,URL,General Reference & Learning,2
2015-09-08T13:00:00,3,1,loginwindow,General Utilities,1
2015-09-08T13:00:00,2,1,URL,Search,2
2015-09-08T13:00:00,2,1,URL,General Social Networking,-2
2015-09-08T13:00:00,1,1,newtab,Browsers,0
2015-09-08T13:00:00,1,1,newtab,Browsers,0
2015-09-08T14:00:00,694,1,kiwi for gmail,Uncategorized,0
2015-09-08T14:00:00,227,1,screensaverengine,General Utilities,1
2015-09-08T14:00:00,167,1,loginwindow,General Utilities,1
2015-09-08T14:00:00,136,1,calendar,Calendars,0
2015-09-08T14:00:00,60,1,URL,Uncategorized,0
2015-09-08T14:00:00,7,1,URL,General Reference & Learning,2
2015-09-08T14:00:00,2,1,URL,Writing,2
2015-09-08T14:00:00,1,1,URL,Uncategorized,0
2015-09-08T15:00:00,1530,1,URL,Writing,2
2015-09-08T15:00:00,511,1,Google Spreadsheets,General Business,2
2015-09-08T15:00:00,303,1,kiwi for gmail,Uncategorized,0
2015-09-08T15:00:00,219,1,URL,Uncategorized,0
2015-09-08T15:00:00,118,1,spotify,General Entertainment,0
2015-09-08T15:00:00,89,1,URL,General Social Networking,-2
2015-09-08T15:00:00,85,1,Google Spreadsheets,General Business,2
2015-09-08T15:00:00,50,1,URL,General Reference & Learning,2
2015-09-08T15:00:00,44,1,URL,Search,2
2015-09-08T15:00:00,44,1,URL,Uncategorized,0
2015-09-08T15:00:00,44,1,URL,General Reference & Learning,2
2015-09-08T15:00:00,28,1,newtab,Browsers,0
2015-09-08T15:00:00,27,1,System Preferences,General Utilities,1
2015-09-08T15:00:00,22,1,URL,General Reference & Learning,2
2015-09-08T15:00:00,16,1,URL,General Social Networking,-2
2015-09-08T15:00:00,12,1,URL,Uncategorized,0
2015-09-08T15:00:00,12,1,URL,Uncategorized,0
2015-09-08T15:00:00,9,1,URL,General Reference & Learning,2
2015-09-08T15:00:00,8,1,URL,General Reference & Learning,2
2015-09-08T15:00:00,8,1,URL,Search,0
2015-09-08T15:00:00,6,1,System Preferences,General Utilities,1
2015-09-08T15:00:00,4,1,URL,General Business,2
2015-09-08T15:00:00,3,1,evernote,Intelligence,1
2015-09-08T15:00:00,3,1,newtab,Browsers,0
2015-09-08T15:00:00,3,1,calendar,Calendars,0
2015-09-08T15:00:00,2,1,URL,Search,0
2015-09-08T15:00:00,2,1,URL,General Business,2
2015-09-08T15:00:00,2,1,URL,General Business,2
2015-09-08T15:00:00,1,1,URL,General Business,2
2015-09-08T15:00:00,1,1,URL,General Business,2
2015-09-08T15:00:00,1,1,Google Spreadsheets,General Business,2
2015-09-08T15:00:00,1,1,URL,Search,0
2015-09-08T15:00:00,1,1,URL,Search,0
2015-09-08T16:00:00,1569,1,Google Spreadsheets,General Business,2
2015-09-08T16:00:00,597,1,kiwi for gmail,Uncategorized,0
2015-09-08T16:00:00,253,1,URL,Uncategorized,0
2015-09-08T16:00:00,92,1,URL,Engineering & Technology,2
2015-09-08T16:00:00,87,1,Calculator,General Utilities,1
2015-09-08T16:00:00,78,1,URL,General Reference & Learning,2
2015-09-08T16:00:00,61,1,evernote,Intelligence,1
2015-09-08T16:00:00,46,1,URL,Search,0
2015-09-08T16:00:00,36,1,Google Presentations,Presentation,2
2015-09-08T16:00:00,35,1,calendar,Calendars,0
2015-09-08T16:00:00,34,1,loginwindow,General Utilities,1
2015-09-08T16:00:00,31,1,URL,General Business,2
2015-09-08T16:00:00,24,1,URL,Search,0
2015-09-08T16:00:00,12,1,URL,Search,0
2015-09-08T16:00:00,7,1,newtab,Browsers,0
2015-09-08T16:00:00,6,1,Google Spreadsheets,General Business,2
2015-09-08T16:00:00,5,1,evernote,Intelligence,1
2015-09-08T16:00:00,5,1,URL,Search,0
2015-09-08T16:00:00,4,1,URL,Uncategorized,0
2015-09-08T16:00:00,4,1,URL,General Business,2
2015-09-08T16:00:00,3,1,Google Spreadsheets,General Business,2
2015-09-08T16:00:00,1,1,URL,General Business,2
2015-09-08T16:00:00,1,1,Google Presentations,Presentation,2
2015-09-08T16:00:00,1,1,newtab,Browsers,0
2015-09-08T16:00:00,1,1,Google Presentations,Presentation,2
2015-09-08T16:00:00,1,1,URL,Search,0
2015-09-08T17:00:00,225,1,kiwi for gmail,Uncategorized,0
2015-09-08T17:00:00,187,1,URL,General Reference & Learning,2
2015-09-08T17:00:00,36,1,calendar,Calendars,0
2015-09-08T18:00:00,341,1,kiwi for gmail,Uncategorized,0
2015-09-08T18:00:00,99,1,URL,Intelligence,2
2015-09-08T18:00:00,80,1,URL,Intelligence,2
2015-09-08T18:00:00,72,1,URL,Intelligence,2
2015-09-08T18:00:00,72,1,MS Excel,General Business,2
2015-09-08T18:00:00,60,1,MS Excel,General Business,2
2015-09-08T18:00:00,34,1,loginwindow,General Utilities,1
2015-09-08T18:00:00,18,1,URL,Intelligence,2
2015-09-08T18:00:00,10,1,stickies,Intelligence,2
2015-09-08T18:00:00,9,1,URL,Intelligence,2
2015-09-08T18:00:00,8,1,URL,Intelligence,2
2015-09-08T18:00:00,8,1,URL,Intelligence,2
2015-09-08T18:00:00,6,1,stickies,Intelligence,2
2015-09-08T18:00:00,4,1,URL,General Reference & Learning,2
2015-09-08T18:00:00,4,1,URL,Intelligence,2
2015-09-08T18:00:00,4,1,calendar,Calendars,0
2015-09-08T18:00:00,4,1,Google Spreadsheets,General Business,2
2015-09-08T18:00:00,2,1,URL,Search,0
2015-09-08T18:00:00,2,1,stickies,Intelligence,2
2015-09-08T18:00:00,2,1,newtab,Browsers,0
2015-09-08T18:00:00,2,1,URL,Intelligence,2
2015-09-08T18:00:00,1,1,URL,Engineering & Technology,2
2015-09-08T18:00:00,1,1,MS Excel,General Business,2
2015-09-08T18:00:00,1,1,newtab,Browsers,0
2015-09-08T19:00:00,132,1,kiwi for gmail,Uncategorized,0
2015-09-08T19:00:00,34,1,loginwindow,General Utilities,1
2015-09-08T22:00:00,644,1,kiwi for gmail,Uncategorized,0
2015-09-08T22:00:00,346,1,URL,General Communication & Scheduling,-2
2015-09-08T22:00:00,208,1,URL,General Social Networking,-2
2015-09-08T22:00:00,136,1,URL,General Business,2
2015-09-08T22:00:00,126,1,Google Spreadsheets,General Business,2
2015-09-08T22:00:00,117,1,app store,General Shopping,-2
2015-09-08T22:00:00,101,1,URL,Uncategorized,0
2015-09-08T22:00:00,82,1,app store,General Shopping,-2
2015-09-08T22:00:00,49,1,wunderlist,Project Management,2
2015-09-08T22:00:00,39,1,wunderlist,Project Management,2
2015-09-08T22:00:00,33,1,wunderlist,Project Management,2
2015-09-08T22:00:00,32,1,URL,Search,0
2015-09-08T22:00:00,28,1,wunderlist,Project Management,2
2015-09-08T22:00:00,25,1,newtab,Browsers,0
2015-09-08T22:00:00,23,1,URL,General Reference & Learning,2
2015-09-08T22:00:00,22,1,URL,Search,0
2015-09-08T22:00:00,19,1,wunderlist,Project Management,2
2015-09-08T22:00:00,16,1,URL,Calendars,-2
2015-09-08T22:00:00,16,1,wunderlist,Project Management,2
2015-09-08T22:00:00,15,1,URL,Uncategorized,0
2015-09-08T22:00:00,8,1,URL,Search,0
2015-09-08T22:00:00,7,1,URL,General Business,2
2015-09-08T22:00:00,7,1,URL,Uncategorized,0
2015-09-08T22:00:00,7,1,URL,General Social Networking,-2
2015-09-08T22:00:00,6,1,1password mini,General Utilities,1
2015-09-08T22:00:00,4,1,URL,Search,0
2015-09-08T22:00:00,4,1,URL,Search,0
2015-09-08T22:00:00,4,1,Google Presentations,Presentation,2
2015-09-08T22:00:00,3,1,URL,Search,0
2015-09-08T22:00:00,3,1,calendar,Calendars,0
2015-09-08T22:00:00,3,1,wunderlist,Project Management,2
2015-09-08T22:00:00,3,1,URL,Engineering & Technology,2
2015-09-08T22:00:00,3,1,URL,General Reference & Learning,2
2015-09-08T22:00:00,2,1,newtab,Browsers,0
2015-09-08T22:00:00,2,1,URL,Search,0
2015-09-08T22:00:00,2,1,URL,Intelligence,2
2015-09-08T22:00:00,1,1,URL,Intelligence,2
2015-09-08T22:00:00,1,1,URL,Search,2
2015-09-08T22:00:00,1,1,URL,Intelligence,2
2015-09-08T22:00:00,1,1,URL,Search,0
2015-09-08T22:00:00,1,1,URL,Search,0
2015-09-08T22:00:00,1,1,URL,Search,0
2015-09-08T22:00:00,1,1,URL,General Reference & Learning,2
2015-09-08T23:00:00,1102,1,kiwi for gmail,Uncategorized,0
2015-09-08T23:00:00,216,1,Google Spreadsheets,General Business,2
2015-09-08T23:00:00,171,1,URL,General Reference & Learning,2
2015-09-08T23:00:00,122,1,URL,Uncategorized,0
2015-09-08T23:00:00,89,1,URL,General Reference & Learning,2
2015-09-08T23:00:00,87,1,calendar,Calendars,0
2015-09-08T23:00:00,81,1,URL,Uncategorized,0
2015-09-08T23:00:00,45,1,URL,Internet Utilities,-2
2015-09-08T23:00:00,40,1,URL,General Reference & Learning,2
2015-09-08T23:00:00,40,1,wunderlist,Project Management,2
2015-09-08T23:00:00,23,1,URL,General Reference & Learning,2
2015-09-08T23:00:00,22,1,URL,General Reference & Learning,0
2015-09-08T23:00:00,15,1,URL,Uncategorized,0
2015-09-08T23:00:00,12,1,URL,Internet Utilities,-2
2015-09-08T23:00:00,12,1,URL,Uncategorized,0
2015-09-08T23:00:00,12,1,URL,General Communication & Scheduling,-2
2015-09-08T23:00:00,7,1,evernote,Intelligence,1
2015-09-08T23:00:00,7,1,wunderlist,Project Management,2
2015-09-08T23:00:00,5,1,newtab,Browsers,0
2015-09-08T23:00:00,4,1,app store,General Shopping,-2
2015-09-08T23:00:00,4,1,URL,Search,0
2015-09-08T23:00:00,3,1,URL,General Reference & Learning,2
2015-09-08T23:00:00,3,1,URL,Engineering & Technology,2
2015-09-08T23:00:00,2,1,URL,General Reference & Learning,2
2015-09-08T23:00:00,2,1,app store,General Shopping,-2
2015-09-08T23:00:00,2,1,URL,Uncategorized,0
2015-09-08T23:00:00,1,1,evernote helper,General Reference & Learning,2
2015-09-08T23:00:00,1,1,URL,General Reference & Learning,2
2015-09-08T23:00:00,1,1,URL,Internet Utilities,-2
2015-09-08T23:00:00,1,1,URL,General Reference & Learning,0
2015-09-09T00:00:00,392,1,URL,Uncategorized,0
2015-09-09T00:00:00,295,1,kiwi for gmail,Uncategorized,0
2015-09-09T00:00:00,131,1,akfbkbiialncppkngofjpglbbobjoeoe,Uncategorized,0
2015-09-09T00:00:00,74,1,Finder,General Utilities,1
2015-09-09T00:00:00,51,1,Finder,General Utilities,1
2015-09-09T00:00:00,48,1,loginwindow,General Utilities,1
2015-09-09T00:00:00,46,1,URL,General Social Networking,-2
2015-09-09T00:00:00,35,1,URL,Engineering & Technology,2
2015-09-09T00:00:00,35,1,URL,Engineering & Technology,2
2015-09-09T00:00:00,34,1,URL,General Utilities,1
2015-09-09T00:00:00,32,1,URL,Search,0
2015-09-09T00:00:00,31,1,newtab,Browsers,0
2015-09-09T00:00:00,28,1,RescueTime,Intelligence,2
2015-09-09T00:00:00,27,1,freedomplatform,Uncategorized,0
2015-09-09T00:00:00,23,1,selfcontrol,Intelligence,2
2015-09-09T00:00:00,21,1,Gmail,Email,-2
2015-09-09T00:00:00,21,1,URL,General Utilities,1
2015-09-09T00:00:00,17,1,Finder,General Utilities,1
2015-09-09T00:00:00,14,1,URL,Engineering & Technology,2
2015-09-09T00:00:00,11,1,URL,General Shopping,-2
2015-09-09T00:00:00,11,1,URL,Engineering & Technology,2
2015-09-09T00:00:00,11,1,calendar,Calendars,0
2015-09-09T00:00:00,10,1,Gmail,Email,-2
2015-09-09T00:00:00,7,1,URL,General Shopping,-2
2015-09-09T00:00:00,6,1,Finder,General Utilities,1
2015-09-09T00:00:00,6,1,Finder,General Utilities,1
2015-09-09T00:00:00,5,1,URL,Uncategorized,0
2015-09-09T00:00:00,5,1,URL,General Shopping,-2
2015-09-09T00:00:00,5,1,URL,Engineering & Technology,2
2015-09-09T00:00:00,4,1,Gmail,Email,-2
2015-09-09T00:00:00,4,1,URL,Search,0
2015-09-09T00:00:00,4,1,URL,Engineering & Technology,2
2015-09-09T00:00:00,3,1,newtab,Browsers,0
2015-09-09T00:00:00,3,1,SecurityAgent,Systems Operations,2
2015-09-09T00:00:00,3,1,coreservicesuiagent,General Utilities,1
2015-09-09T00:00:00,2,1,URL,Engineering & Technology,2
2015-09-09T00:00:00,2,1,archive utility,General Utilities,1
2015-09-09T00:00:00,1,1,URL,Search,0
2015-09-09T00:00:00,1,1,stickies,Intelligence,2
2015-09-09T00:00:00,1,1,URL,General Shopping,-2
2015-09-09T00:00:00,1,1,URL,General Shopping,-2
2015-09-09T00:00:00,1,1,URL,General Shopping,-2
2015-09-09T01:00:00,16,1,loginwindow,General Utilities,1
2015-09-09T07:00:00,255,1,URL,General Reference & Learning,2
2015-09-09T07:00:00,176,1,URL,General Shopping,-2
2015-09-09T07:00:00,104,1,URL,Search,0
2015-09-09T07:00:00,68,1,kiwi for gmail,Uncategorized,0
2015-09-09T07:00:00,53,1,URL,Search,0
2015-09-09T07:00:00,43,1,URL,Operations,2
2015-09-09T07:00:00,37,1,URL,Search,0
2015-09-09T07:00:00,35,1,loginwindow,General Utilities,1
2015-09-09T07:00:00,34,1,newtab,Browsers,0
2015-09-09T07:00:00,33,1,URL,General Shopping,-2
2015-09-09T07:00:00,16,1,URL,General Reference & Learning,2
2015-09-09T07:00:00,15,1,URL,General Shopping,-2
2015-09-09T07:00:00,11,1,Finder,General Utilities,1
2015-09-09T07:00:00,10,1,URL,General Shopping,-2
2015-09-09T07:00:00,9,1,URL,General News & Opinion,-2
2015-09-09T07:00:00,9,1,Gmail,Email,-2
2015-09-09T07:00:00,7,1,URL,Search,0
2015-09-09T07:00:00,6,1,URL,General Shopping,-2
2015-09-09T07:00:00,4,1,URL,Search,0
2015-09-09T07:00:00,4,1,URL,Search,0
2015-09-09T07:00:00,3,1,URL,General Shopping,-2
2015-09-09T07:00:00,3,1,URL,Search,0
2015-09-09T07:00:00,2,1,newtab,Browsers,0
2015-09-09T07:00:00,1,1,URL,General Shopping,-2
2015-09-09T07:00:00,1,1,URL,Search,0
2015-09-09T07:00:00,1,1,Gmail,Email,-2
2015-09-09T07:00:00,1,1,URL,General Shopping,-2
2015-09-09T10:00:00,1296,1,Google Spreadsheets,General Business,2
2015-09-09T10:00:00,204,1,due,General Reference & Learning,2
2015-09-09T10:00:00,201,1,spotify,General Entertainment,0
2015-09-09T10:00:00,108,1,Google Spreadsheets,General Business,2
2015-09-09T10:00:00,89,1,Google Presentations,Presentation,2
2015-09-09T10:00:00,47,1,iTunes,Music,-2
2015-09-09T10:00:00,43,1,Google Presentations,Presentation,2
2015-09-09T10:00:00,20,1,URL,Uncategorized,0
2015-09-09T10:00:00,14,1,Finder,General Utilities,1
2015-09-09T10:00:00,13,1,URL,General Business,2
2015-09-09T10:00:00,11,1,URL,General Business,2
2015-09-09T10:00:00,10,1,URL,General Shopping,-2
2015-09-09T10:00:00,9,1,URL,Search,0
2015-09-09T10:00:00,8,1,newtab,Browsers,0
2015-09-09T10:00:00,7,1,Gmail,Email,-2
2015-09-09T10:00:00,6,1,URL,Intelligence,2
2015-09-09T10:00:00,6,1,URL,Intelligence,2
2015-09-09T10:00:00,6,1,URL,General Shopping,-2
2015-09-09T10:00:00,5,1,URL,General Business,2
2015-09-09T10:00:00,4,1,URL,Search,0
2015-09-09T10:00:00,3,1,Google Spreadsheets,General Business,2
2015-09-09T10:00:00,3,1,verizonupdatecenter,Uncategorized,0
2015-09-09T10:00:00,3,1,Activity Monitor,General Utilities,1
2015-09-09T10:00:00,3,1,Google Presentations,Presentation,2
2015-09-09T10:00:00,3,1,Activity Monitor,General Utilities,1
2015-09-09T10:00:00,2,1,Google Docs,Writing,2
2015-09-09T10:00:00,2,1,URL,General Shopping,-2
2015-09-09T10:00:00,2,1,loginwindow,General Utilities,1
2015-09-09T10:00:00,2,1,URL,General Reference & Learning,2
2015-09-09T10:00:00,2,1,Google Spreadsheets,General Business,2
2015-09-09T10:00:00,1,1,URL,General Business,2
2015-09-09T10:00:00,1,1,newtab,Browsers,0
2015-09-09T10:00:00,1,1,Google Spreadsheets,General Business,2
2015-09-09T10:00:00,1,1,Google Presentations,Presentation,2
2015-09-09T10:00:00,1,1,URL,General Business,2
2015-09-09T11:00:00,2162,1,Google Spreadsheets,General Business,2
2015-09-09T11:00:00,295,1,URL,General Business,2
2015-09-09T11:00:00,158,1,calendar,Calendars,0
2015-09-09T11:00:00,132,1,slack,Instant Message,-2
2015-09-09T11:00:00,59,1,URL,General Reference & Learning,1
2015-09-09T11:00:00,54,1,URL,Engineering & Technology,2
2015-09-09T11:00:00,52,1,URL,Uncategorized,0
2015-09-09T11:00:00,51,1,wunderlist,Project Management,2
2015-09-09T11:00:00,48,1,URL,Uncategorized,0
2015-09-09T11:00:00,24,1,wunderlist,Project Management,2
2015-09-09T11:00:00,23,1,Google Spreadsheets,General Business,2
2015-09-09T11:00:00,20,1,Calculator,General Utilities,1
2015-09-09T11:00:00,17,1,URL,Uncategorized,0
2015-09-09T11:00:00,17,1,newtab,Browsers,0
2015-09-09T11:00:00,10,1,URL,Search,0
2015-09-09T11:00:00,9,1,URL,Science & Technology,-2
2015-09-09T11:00:00,6,1,facetime,Voice Chat,-2
2015-09-09T11:00:00,4,1,URL,General Reference & Learning,2
2015-09-09T11:00:00,3,1,URL,General Reference & Learning,2
2015-09-09T11:00:00,2,1,URL,Search,0
2015-09-09T11:00:00,2,1,URL,Search,0
2015-09-09T11:00:00,1,1,Google Presentations,Presentation,2
2015-09-09T11:00:00,1,1,calendar,Calendars,0
2015-09-09T11:00:00,1,1,Google Presentations,Presentation,2
2015-09-09T11:00:00,1,1,Google Spreadsheets,General Business,2
2015-09-09T12:00:00,1517,1,Google Spreadsheets,General Business,2
2015-09-09T12:00:00,315,1,Google Documents,Writing,2
2015-09-09T12:00:00,110,1,Google Spreadsheets,General Business,2
2015-09-09T12:00:00,110,1,URL,General Reference & Learning,2
2015-09-09T12:00:00,73,1,URL,General Reference & Learning,1
2015-09-09T12:00:00,39,1,URL,General Business,2
2015-09-09T12:00:00,27,1,slack,Instant Message,-2
2015-09-09T12:00:00,15,1,Google Spreadsheets,General Business,2
2015-09-09T12:00:00,13,1,newtab,Browsers,0
2015-09-09T12:00:00,10,1,URL,General Business,2
2015-09-09T12:00:00,8,1,URL,General Business,2
2015-09-09T12:00:00,7,1,URL,Search,0
2015-09-09T12:00:00,2,1,URL,Uncategorized,0
2015-09-09T12:00:00,1,1,URL,Uncategorized,0
2015-09-09T12:00:00,1,1,Google Spreadsheets,General Business,2
2015-09-09T12:00:00,1,1,newtab,Browsers,0
2015-09-09T12:00:00,1,1,Google Spreadsheets,General Business,2
2015-09-09T12:00:00,1,1,URL,Search,0
2015-09-09T12:00:00,1,1,URL,General Reference & Learning,2
2015-09-09T12:00:00,1,1,Google Documents,Writing,2
2015-09-09T13:00:00,743,1,evernote helper,General Reference & Learning,2
2015-09-09T13:00:00,585,1,Gmail,Email,-2
2015-09-09T13:00:00,472,1,URL,Uncategorized,0
2015-09-09T13:00:00,219,1,kiwi for gmail,Uncategorized,0
2015-09-09T13:00:00,141,1,Finder,General Utilities,1
2015-09-09T13:00:00,101,1,URL,General Social Networking,-2
2015-09-09T13:00:00,80,1,calendar,Calendars,0
2015-09-09T13:00:00,75,1,slack,Instant Message,-2
2015-09-09T13:00:00,66,1,Gmail,Email,-2
2015-09-09T13:00:00,61,1,URL,General Shopping,-2
2015-09-09T13:00:00,59,1,Skype,Voice Chat,-1
2015-09-09T13:00:00,56,1,Gmail,Email,-2
2015-09-09T13:00:00,51,1,due,General Reference & Learning,2
2015-09-09T13:00:00,38,1,Gmail,Email,-2
2015-09-09T13:00:00,37,1,Gmail,Email,-2
2015-09-09T13:00:00,35,1,Finder,General Utilities,1
2015-09-09T13:00:00,31,1,Finder,General Utilities,1
2015-09-09T13:00:00,31,1,URL,General Shopping,-2
2015-09-09T13:00:00,27,1,Skype,Voice Chat,-1
2015-09-09T13:00:00,24,1,URL,General Shopping,-2
2015-09-09T13:00:00,23,1,Finder,General Utilities,1
2015-09-09T13:00:00,18,1,Gmail,Email,-2
2015-09-09T13:00:00,18,1,Finder,General Utilities,1
2015-09-09T13:00:00,17,1,Finder,General Utilities,1
2015-09-09T13:00:00,17,1,Gmail,Email,-2
2015-09-09T13:00:00,16,1,Finder,General Utilities,1
2015-09-09T13:00:00,16,1,Gmail,Email,-2
2015-09-09T13:00:00,15,1,Gmail,Email,-2
2015-09-09T13:00:00,15,1,Gmail,Email,-2
2015-09-09T13:00:00,14,1,newtab,Browsers,0
2015-09-09T13:00:00,13,1,Gmail,Email,-2
2015-09-09T13:00:00,12,1,URL,General Social Networking,-2
2015-09-09T13:00:00,12,1,URL,General Shopping,-2
2015-09-09T13:00:00,10,1,evernote,Intelligence,1
2015-09-09T13:00:00,9,1,Gmail,Email,-2
2015-09-09T13:00:00,9,1,calendar,Calendars,0
2015-09-09T13:00:00,9,1,URL,General Reference & Learning,2
2015-09-09T13:00:00,9,1,calendar,Calendars,0
2015-09-09T13:00:00,8,1,Finder,General Utilities,1
2015-09-09T13:00:00,8,1,Finder,General Utilities,1
2015-09-09T13:00:00,8,1,Finder,General Utilities,1
2015-09-09T13:00:00,8,1,Finder,General Utilities,1
2015-09-09T13:00:00,7,1,Gmail,Email,-2
2015-09-09T13:00:00,6,1,Finder,General Utilities,1
2015-09-09T13:00:00,5,1,Gmail,Email,-2
2015-09-09T13:00:00,5,1,Finder,General Utilities,1
2015-09-09T13:00:00,5,1,evernote,Intelligence,1
2015-09-09T13:00:00,4,1,Finder,General Utilities,1
2015-09-09T13:00:00,4,1,Gmail,Email,-2
2015-09-09T13:00:00,4,1,URL,General Social Networking,-2
2015-09-09T13:00:00,4,1,newtab,Browsers,0
2015-09-09T13:00:00,4,1,Gmail,Email,-2
2015-09-09T13:00:00,4,1,URL,General Social Networking,-2
2015-09-09T13:00:00,3,1,Gmail,Email,-2
2015-09-09T13:00:00,3,1,URL,General Social Networking,-2
2015-09-09T13:00:00,3,1,newtab,Browsers,0
2015-09-09T13:00:00,3,1,stickies,Intelligence,2
2015-09-09T13:00:00,3,1,Gmail,Email,-2
2015-09-09T13:00:00,3,1,Skype,Voice Chat,-1
2015-09-09T13:00:00,3,1,Gmail,Email,-2
2015-09-09T13:00:00,3,1,evernote,Intelligence,1
2015-09-09T13:00:00,2,1,Finder,General Utilities,1
2015-09-09T13:00:00,2,1,URL,General Shopping,-2
2015-09-09T13:00:00,2,1,Finder,General Utilities,1
2015-09-09T13:00:00,1,1,URL,General Shopping,-2
2015-09-09T13:00:00,1,1,URL,General Social Networking,-2
2015-09-09T13:00:00,1,1,URL,General Social Networking,-2
2015-09-09T13:00:00,1,1,Gmail,Email,-2
2015-09-09T14:00:00,1139,1,evernote helper,General Reference & Learning,2
2015-09-09T14:00:00,629,1,Preview,General Reference & Learning,0
2015-09-09T14:00:00,462,1,kiwi for gmail,Uncategorized,0
2015-09-09T14:00:00,158,1,microsoft word,Writing,2
2015-09-09T14:00:00,131,1,URL,General Social Networking,-2
2015-09-09T14:00:00,94,1,URL,General Social Networking,-2
2015-09-09T14:00:00,74,1,URL,General Social Networking,-2
2015-09-09T14:00:00,69,1,wunderlist,Project Management,2
2015-09-09T14:00:00,59,1,microsoft word,Writing,2
2015-09-09T14:00:00,49,1,URL,General Software Development,2
2015-09-09T14:00:00,45,1,URL,Uncategorized,0
2015-09-09T14:00:00,45,1,URL,Uncategorized,0
2015-09-09T14:00:00,45,1,New York Times,General News & Opinion,-2
2015-09-09T14:00:00,40,1,URL,General Social Networking,-2
