Date,Time Spent (seconds),Number of People,Activity,Category,Productivity
2015-09-03T06:00:00,349,1,URL,General News & Opinion,-2
2015-09-03T06:00:00,47,1,URL,Engineering & Technology,2
2015-09-03T06:00:00,36,1,Gmail,Email,-2
2015-09-03T06:00:00,26,1,Gmail,Email,-2
2015-09-03T06:00:00,21,1,URL,General Social Networking,-2
2015-09-03T06:00:00,16,1,Gmail,Email,-2
2015-09-03T06:00:00,8,1,URL,Search,0
2015-09-03T06:00:00,6,1,URL,General Reference & Learning,0
2015-09-03T06:00:00,2,1,newtab,Browsers,0
2015-09-03T06:00:00,2,1,URL,Engineering & Technology,2
2015-09-03T06:00:00,1,1,URL,General Reference & Learning,0
2015-09-03T06:00:00,1,1,URL,General Reference & Learning,0
2015-09-03T07:00:00,315,1,URL,General Social Networking,-2
2015-09-03T07:00:00,228,1,URL,General Social Networking,-2
2015-09-03T07:00:00,207,1,URL,General Social Networking,-2
2015-09-03T07:00:00,186,1,URL,Video,-2
2015-09-03T07:00:00,104,1,URL,Uncategorized,0
2015-09-03T07:00:00,103,1,URL,General Social Networking,-2
2015-09-03T07:00:00,69,1,URL,Search,0
2015-09-03T07:00:00,49,1,loginwindow,General Utilities,1
2015-09-03T07:00:00,44,1,URL,General Social Networking,-2
2015-09-03T07:00:00,43,1,URL,Search,0
2015-09-03T07:00:00,40,1,URL,General Social Networking,-2
2015-09-03T07:00:00,31,1,URL,Search,0
2015-09-03T07:00:00,22,1,URL,General Reference & Learning,0
2015-09-03T07:00:00,19,1,URL,Search,0
2015-09-03T07:00:00,18,1,newtab,Browsers,0
2015-09-03T07:00:00,16,1,URL,Search,0
2015-09-03T07:00:00,16,1,URL,General Shopping,-2
2015-09-03T07:00:00,14,1,URL,General Shopping,-2
2015-09-03T07:00:00,14,1,URL,Video,-2
2015-09-03T07:00:00,13,1,URL,General Social Networking,-2
2015-09-03T07:00:00,10,1,URL,Search,0
2015-09-03T07:00:00,10,1,URL,Home & Garden,2
2015-09-03T07:00:00,7,1,URL,General Shopping,-2
2015-09-03T07:00:00,4,1,URL,Uncategorized,0
2015-09-03T07:00:00,3,1,URL,General Social Networking,-2
2015-09-03T07:00:00,2,1,URL,General News & Opinion,-2
2015-09-03T07:00:00,1,1,URL,General Reference & Learning,2
2015-09-03T07:00:00,1,1,URL,General Shopping,-2
2015-09-03T07:00:00,1,1,URL,Video,-2
2015-09-03T07:00:00,1,1,URL,Search,0
2015-09-03T07:00:00,1,1,newtab,Browsers,0
2015-09-03T08:00:00,100,1,URL,Search,0
2015-09-03T08:00:00,91,1,URL,General Social Networking,-2
2015-09-03T08:00:00,83,1,URL,General Social Networking,-2
2015-09-03T08:00:00,81,1,URL,Uncategorized,0
2015-09-03T08:00:00,75,1,URL,Uncategorized,0
2015-09-03T08:00:00,44,1,URL,Science & Technology,-2
2015-09-03T08:00:00,38,1,loginwindow,General Utilities,1
2015-09-03T08:00:00,36,1,Gmail,Email,-2
2015-09-03T08:00:00,28,1,URL,Video,-2
2015-09-03T08:00:00,23,1,URL,General Social Networking,-2
2015-09-03T08:00:00,22,1,newtab,Browsers,0
2015-09-03T08:00:00,20,1,Gmail,Email,-2
2015-09-03T08:00:00,19,1,URL,General Social Networking,-2
2015-09-03T08:00:00,15,1,Gmail,Email,-2
2015-09-03T08:00:00,15,1,URL,Search,0
2015-09-03T08:00:00,14,1,URL,General Shopping,-2
2015-09-03T08:00:00,13,1,URL,General Social Networking,-2
2015-09-03T08:00:00,12,1,slack,Instant Message,-2
2015-09-03T08:00:00,10,1,URL,Uncategorized,0
2015-09-03T08:00:00,7,1,URL,Search,0
2015-09-03T08:00:00,6,1,URL,Search,0
2015-09-03T08:00:00,6,1,URL,General Shopping,-2
2015-09-03T08:00:00,5,1,Gmail,Email,-2
2015-09-03T08:00:00,3,1,URL,Search,0
2015-09-03T08:00:00,3,1,URL,General Social Networking,-2
2015-09-03T08:00:00,2,1,newtab,Browsers,0
2015-09-03T08:00:00,2,1,URL,Search,0
2015-09-03T08:00:00,2,1,Gmail,Email,-2
2015-09-03T08:00:00,1,1,URL,Search,0
2015-09-03T08:00:00,1,1,URL,General Social Networking,-2
2015-09-03T08:00:00,1,1,URL,General Shopping,-2
2015-09-03T09:00:00,41,1,loginwindow,General Utilities,1
2015-09-03T09:00:00,18,1,kiwi for gmail,Uncategorized,0
2015-09-03T09:00:00,3,1,URL,General Shopping,-2
2015-09-03T11:00:00,1601,1,kiwi for gmail,Uncategorized,0
2015-09-03T11:00:00,184,1,URL,General Social Networking,-2
2015-09-03T11:00:00,32,1,URL,General Social Networking,-2
2015-09-03T11:00:00,26,1,newtab,Browsers,0
2015-09-03T11:00:00,25,1,google chrome,Browsers,0
2015-09-03T11:00:00,25,1,URL,Uncategorized,0
2015-09-03T11:00:00,13,1,URL,General Shopping,-2
2015-09-03T11:00:00,8,1,URL,Search,0
2015-09-03T11:00:00,3,1,evernote,Intelligence,1
2015-09-03T11:00:00,3,1,newtab,Browsers,0
2015-09-03T11:00:00,2,1,URL,Search,0
2015-09-03T11:00:00,1,1,URL,Uncategorized,0
2015-09-03T12:00:00,164,1,evernote,Intelligence,1
2015-09-03T12:00:00,88,1,kiwi for gmail,Uncategorized,0
2015-09-03T12:00:00,63,1,loginwindow,General Utilities,1
2015-09-03T14:00:00,606,1,evernote,Intelligence,1
2015-09-03T14:00:00,106,1,kiwi for gmail,Uncategorized,0
2015-09-03T14:00:00,33,1,loginwindow,General Utilities,1
2015-09-03T14:00:00,26,1,slack,Instant Message,-2
2015-09-03T14:00:00,12,1,URL,General Social Networking,-2
2015-09-03T14:00:00,3,1,newtab,Browsers,0
2015-09-03T14:00:00,3,1,google chrome,Browsers,0
2015-09-03T14:00:00,1,1,URL,General Social Networking,-2
2015-09-03T15:00:00,228,1,kiwi for gmail,Uncategorized,0
2015-09-03T15:00:00,65,1,loginwindow,General Utilities,1
2015-09-03T15:00:00,13,1,messages,Instant Message,-2
2015-09-03T15:00:00,3,1,evernote,Intelligence,1
2015-09-03T15:00:00,1,1,messages,Instant Message,-2
2015-09-03T16:00:00,75,1,newtab,Browsers,0
2015-09-03T16:00:00,36,1,kiwi for gmail,Uncategorized,0
2015-09-03T16:00:00,32,1,loginwindow,General Utilities,1
2015-09-03T16:00:00,20,1,URL,General Social Networking,-2
2015-09-03T16:00:00,11,1,URL,Uncategorized,0
2015-09-03T16:00:00,2,1,URL,Uncategorized,0
2015-09-03T16:00:00,2,1,URL,General Social Networking,-2
2015-09-03T16:00:00,1,1,newtab,Browsers,0
2015-09-03T17:00:00,894,1,kiwi for gmail,Uncategorized,0
2015-09-03T17:00:00,15,1,newtab,Browsers,0
2015-09-03T17:00:00,8,1,slack,Instant Message,-2
2015-09-03T17:00:00,2,1,URL,Uncategorized,0
2015-09-03T17:00:00,2,1,loginwindow,General Utilities,1
2015-09-03T18:00:00,935,1,Google Spreadsheets,General Business,2
2015-09-03T18:00:00,499,1,kiwi for gmail,Uncategorized,0
2015-09-03T18:00:00,455,1,URL,General Reference & Learning,2
2015-09-03T18:00:00,370,1,URL,General Reference & Learning,1
2015-09-03T18:00:00,84,1,stickies,Intelligence,2
2015-09-03T18:00:00,75,1,URL,Search,0
2015-09-03T18:00:00,56,1,URL,Search,0
2015-09-03T18:00:00,54,1,newtab,Browsers,0
2015-09-03T18:00:00,53,1,URL,General Business,2
2015-09-03T18:00:00,52,1,URL,Uncategorized,0
2015-09-03T18:00:00,50,1,URL,Search,0
2015-09-03T18:00:00,49,1,URL,Uncategorized,0
2015-09-03T18:00:00,40,1,URL,General Business,2
2015-09-03T18:00:00,39,1,spotify,General Entertainment,0
2015-09-03T18:00:00,35,1,URL,Uncategorized,0
2015-09-03T18:00:00,35,1,URL,Uncategorized,0
2015-09-03T18:00:00,33,1,URL,Uncategorized,0
2015-09-03T18:00:00,33,1,calendar,Calendars,0
2015-09-03T18:00:00,26,1,URL,Search,2
2015-09-03T18:00:00,24,1,URL,Legal & Gov't,2
2015-09-03T18:00:00,23,1,URL,Search,2
2015-09-03T18:00:00,22,1,URL,Search,0
2015-09-03T18:00:00,20,1,URL,General Reference & Learning,2
2015-09-03T18:00:00,18,1,URL,Uncategorized,0
2015-09-03T18:00:00,17,1,URL,General Reference & Learning,2
2015-09-03T18:00:00,17,1,URL,General Business,2
2015-09-03T18:00:00,13,1,URL,General Reference & Learning,2
2015-09-03T18:00:00,13,1,URL,General Reference & Learning,2
2015-09-03T18:00:00,12,1,URL,Search,0
2015-09-03T18:00:00,11,1,URL,General Business,2
2015-09-03T18:00:00,7,1,URL,General Reference & Learning,2
2015-09-03T18:00:00,6,1,Google Spreadsheets,General Business,2
2015-09-03T18:00:00,4,1,facetime,Voice Chat,-2
2015-09-03T18:00:00,4,1,URL,General Reference & Learning,2
2015-09-03T18:00:00,3,1,stickies,Intelligence,2
2015-09-03T18:00:00,3,1,URL,General Business,2
2015-09-03T18:00:00,3,1,URL,Search,0
2015-09-03T18:00:00,3,1,URL,General Reference & Learning,2
2015-09-03T18:00:00,2,1,Google Spreadsheets,General Business,2
2015-09-03T18:00:00,2,1,URL,Search,0
2015-09-03T18:00:00,2,1,newtab,Browsers,0
2015-09-03T18:00:00,1,1,URL,Search,0
2015-09-03T18:00:00,1,1,URL,Search,2
2015-09-03T18:00:00,1,1,URL,General Business,2
2015-09-03T19:00:00,1851,1,URL,General Reference & Learning,1
2015-09-03T19:00:00,1340,1,kiwi for gmail,Uncategorized,0
2015-09-03T19:00:00,323,1,Google Spreadsheets,General Business,2
2015-09-03T19:00:00,29,1,calendar,Calendars,0
2015-09-03T19:00:00,28,1,URL,General Reference & Learning,2
2015-09-03T19:00:00,12,1,evernote helper,General Reference & Learning,2
2015-09-03T19:00:00,9,1,URL,Engineering & Technology,2
2015-09-03T19:00:00,4,1,Calculator,General Utilities,1
2015-09-03T19:00:00,3,1,Google Spreadsheets,General Business,2
2015-09-03T19:00:00,1,1,URL,General Reference & Learning,2
2015-09-03T20:00:00,628,1,Google Spreadsheets,General Business,2
2015-09-03T20:00:00,553,1,kiwi for gmail,Uncategorized,0
2015-09-03T20:00:00,472,1,URL,Video,-2
2015-09-03T20:00:00,212,1,URL,General Social Networking,-2
2015-09-03T20:00:00,68,1,loginwindow,General Utilities,1
2015-09-03T20:00:00,16,1,URL,General Business,2
2015-09-03T20:00:00,13,1,URL,Video,-2
2015-09-03T20:00:00,7,1,calendar,Calendars,0
2015-09-03T20:00:00,7,1,URL,General Social Networking,-2
2015-09-03T20:00:00,5,1,URL,Uncategorized,0
2015-09-03T20:00:00,4,1,URL,General Business,2
2015-09-03T20:00:00,3,1,URL,Video,-2
2015-09-03T20:00:00,2,1,URL,General Business,2
2015-09-03T20:00:00,2,1,URL,General Social Networking,-2
2015-09-03T20:00:00,2,1,newtab,Browsers,0
2015-09-03T20:00:00,1,1,newtab,Browsers,0
2015-09-03T22:00:00,302,1,kiwi for gmail,Uncategorized,0
2015-09-03T22:00:00,35,1,loginwindow,General Utilities,1
2015-09-03T22:00:00,8,1,Google Spreadsheets,General Business,2
2015-09-03T23:00:00,517,1,URL,Video,-2
2015-09-03T23:00:00,516,1,URL,General Social Networking,-2
2015-09-03T23:00:00,327,1,URL,General News & Opinion,-2
2015-09-03T23:00:00,197,1,kiwi for gmail,Uncategorized,0
2015-09-03T23:00:00,153,1,URL,General Shopping,-2
2015-09-03T23:00:00,124,1,URL,Search,0
2015-09-03T23:00:00,120,1,URL,General Shopping,-2
2015-09-03T23:00:00,71,1,URL,General Shopping,-2
2015-09-03T23:00:00,64,1,URL,General News & Opinion,-2
2015-09-03T23:00:00,64,1,URL,General Shopping,-2
2015-09-03T23:00:00,59,1,URL,General Social Networking,-2
2015-09-03T23:00:00,39,1,URL,General Social Networking,-2
2015-09-03T23:00:00,33,1,URL,Video,-2
2015-09-03T23:00:00,28,1,URL,General Shopping,-2
2015-09-03T23:00:00,18,1,newtab,Browsers,0
2015-09-03T23:00:00,14,1,URL,Video,-2
2015-09-03T23:00:00,13,1,URL,Video,-2
2015-09-03T23:00:00,10,1,URL,Video,-2
2015-09-03T23:00:00,9,1,URL,General Shopping,-2
2015-09-03T23:00:00,6,1,URL,General Shopping,-2
2015-09-03T23:00:00,6,1,URL,General Social Networking,-2
2015-09-03T23:00:00,5,1,URL,General Shopping,-2
2015-09-03T23:00:00,5,1,URL,Search,0
2015-09-03T23:00:00,5,1,URL,General Social Networking,-2
2015-09-03T23:00:00,4,1,URL,General Shopping,-2
2015-09-03T23:00:00,2,1,URL,Search,0
2015-09-03T23:00:00,1,1,URL,General News & Opinion,-2
2015-09-03T23:00:00,1,1,URL,General Shopping,-2
2015-09-03T23:00:00,1,1,newtab,Browsers,0
2015-09-03T23:00:00,1,1,URL,General Social Networking,-2
2015-09-03T23:00:00,1,1,URL,General Shopping,-2
2015-09-03T23:00:00,1,1,URL,General Shopping,-2
2015-09-03T23:00:00,1,1,URL,Search,0
2015-09-04T09:00:00,331,1,kiwi for gmail,Uncategorized,0
2015-09-04T09:00:00,7,1,spotify,General Entertainment,0
2015-09-04T09:00:00,2,1,RescueTime,Intelligence,2
2015-09-04T09:00:00,1,1,stickies,Intelligence,2
2015-09-04T10:00:00,157,1,URL,Uncategorized,0
2015-09-04T10:00:00,146,1,kiwi for gmail,Uncategorized,0
2015-09-04T10:00:00,63,1,loginwindow,General Utilities,1
2015-09-04T10:00:00,55,1,URL,Search,0
2015-09-04T10:00:00,51,1,URL,Uncategorized,0
2015-09-04T10:00:00,27,1,URL,Uncategorized,0
2015-09-04T10:00:00,17,1,URL,Search,0
2015-09-04T10:00:00,13,1,newtab,Browsers,0
2015-09-04T10:00:00,12,1,URL,General Shopping,-2
2015-09-04T10:00:00,6,1,URL,General Shopping,-2
2015-09-04T10:00:00,4,1,URL,Video,-2
2015-09-04T10:00:00,4,1,URL,General Shopping,-2
2015-09-04T10:00:00,3,1,URL,Search,0
2015-09-04T10:00:00,2,1,URL,General Shopping,-2
2015-09-04T10:00:00,1,1,newtab,Browsers,0
2015-09-04T10:00:00,1,1,URL,Search,0
2015-09-04T10:00:00,1,1,URL,Search,0
2015-09-04T11:00:00,307,1,Preview,General Reference & Learning,0
2015-09-04T11:00:00,304,1,URL,Search,2
2015-09-04T11:00:00,278,1,Google Hangouts,Instant Message,-2
2015-09-04T11:00:00,252,1,kiwi for gmail,Uncategorized,0
2015-09-04T11:00:00,204,1,Preview,General Reference & Learning,0
2015-09-04T11:00:00,161,1,URL,Search,2
2015-09-04T11:00:00,102,1,URL,Search,0
2015-09-04T11:00:00,82,1,URL,Uncategorized,0
2015-09-04T11:00:00,80,1,URL,Search,2
2015-09-04T11:00:00,74,1,URL,Search,2
2015-09-04T11:00:00,61,1,URL,Search,2
2015-09-04T11:00:00,45,1,newtab,Browsers,0
2015-09-04T11:00:00,44,1,Finder,General Utilities,1
2015-09-04T11:00:00,39,1,Finder,General Utilities,1
2015-09-04T11:00:00,35,1,URL,General Social Networking,-2
2015-09-04T11:00:00,25,1,calendar,Calendars,0
2015-09-04T11:00:00,24,1,spotify,General Entertainment,0
2015-09-04T11:00:00,20,1,Finder,General Utilities,1
2015-09-04T11:00:00,19,1,URL,Search,2
2015-09-04T11:00:00,18,1,URL,Search,2
2015-09-04T11:00:00,11,1,URL,Search,2
2015-09-04T11:00:00,10,1,URL,Search,2
2015-09-04T11:00:00,9,1,URL,Search,0
2015-09-04T11:00:00,8,1,Finder,General Utilities,1
2015-09-04T11:00:00,7,1,URL,Search,2
2015-09-04T11:00:00,6,1,URL,General Social Networking,-2
2015-09-04T11:00:00,5,1,URL,Search,0
2015-09-04T11:00:00,5,1,Finder,General Utilities,1
2015-09-04T11:00:00,4,1,Finder,General Utilities,1
2015-09-04T11:00:00,4,1,URL,Uncategorized,0
2015-09-04T11:00:00,4,1,URL,Search,0
2015-09-04T11:00:00,3,1,Preview,General Reference & Learning,0
2015-09-04T11:00:00,3,1,newtab,Browsers,0
2015-09-04T11:00:00,2,1,Google+,General Social Networking,-2
2015-09-04T11:00:00,2,1,Skype,Voice Chat,-1
2015-09-04T11:00:00,2,1,Google Hangouts,Instant Message,-2
2015-09-04T11:00:00,2,1,URL,Search,0
2015-09-04T11:00:00,1,1,calendar,Calendars,0
2015-09-04T11:00:00,1,1,Google Hangouts,Instant Message,-2
2015-09-04T11:00:00,1,1,Skype,Voice Chat,-1
2015-09-04T11:00:00,1,1,URL,Search,2
2015-09-04T11:00:00,1,1,Skype,Voice Chat,-1
2015-09-04T11:00:00,1,1,Finder,General Utilities,1
2015-09-04T12:00:00,1244,1,Google Hangouts,Instant Message,-2
2015-09-04T12:00:00,744,1,URL,Uncategorized,0
2015-09-04T12:00:00,228,1,URL,Uncategorized,0
2015-09-04T12:00:00,189,1,URL,General Social Networking,-2
2015-09-04T12:00:00,128,1,kiwi for gmail,Uncategorized,0
2015-09-04T12:00:00,126,1,URL,Video,-2
2015-09-04T12:00:00,94,1,URL,General Social Networking,-2
2015-09-04T12:00:00,73,1,URL,General Social Networking,-2
2015-09-04T12:00:00,70,1,URL,General Social Networking,-2
2015-09-04T12:00:00,51,1,URL,General Social Networking,-2
2015-09-04T12:00:00,40,1,facetime,Voice Chat,-2
2015-09-04T12:00:00,34,1,loginwindow,General Utilities,1
2015-09-04T12:00:00,30,1,newtab,Browsers,0
2015-09-04T12:00:00,29,1,Gmail,Email,-2
2015-09-04T12:00:00,28,1,URL,Uncategorized,0
2015-09-04T12:00:00,26,1,URL,General Utilities,1
2015-09-04T12:00:00,24,1,Gmail,Email,-2
2015-09-04T12:00:00,21,1,messages,Instant Message,-2
2015-09-04T12:00:00,18,1,URL,Search,0
2015-09-04T12:00:00,15,1,URL,Search,0
2015-09-04T12:00:00,13,1,URL,General Social Networking,-2
2015-09-04T12:00:00,13,1,URL,General News & Opinion,-2
2015-09-04T12:00:00,12,1,URL,Search,0
2015-09-04T12:00:00,11,1,URL,Search,0
2015-09-04T12:00:00,11,1,URL,Search,0
2015-09-04T12:00:00,10,1,Gmail,Email,-2
2015-09-04T12:00:00,10,1,URL,Video,-2
2015-09-04T12:00:00,9,1,Google+,General Social Networking,-2
2015-09-04T12:00:00,7,1,URL,General Social Networking,-2
2015-09-04T12:00:00,6,1,URL,Video,-2
2015-09-04T12:00:00,6,1,Gmail,Email,-2
2015-09-04T12:00:00,6,1,URL,Search,0
2015-09-04T12:00:00,4,1,URL,Search,0
2015-09-04T12:00:00,4,1,Gmail,Email,-2
2015-09-04T12:00:00,3,1,URL,Search,0
2015-09-04T12:00:00,3,1,newtab,Browsers,0
2015-09-04T12:00:00,2,1,URL,Search,0
2015-09-04T12:00:00,2,1,URL,Search,0
2015-09-04T12:00:00,2,1,URL,Uncategorized,0
2015-09-04T12:00:00,2,1,Gmail,Email,-2
2015-09-04T12:00:00,2,1,URL,Search,2
2015-09-04T12:00:00,2,1,Gmail,Email,-2
2015-09-04T12:00:00,2,1,URL,Search,0
2015-09-04T12:00:00,2,1,URL,Uncategorized,0
2015-09-04T12:00:00,1,1,URL,General Social Networking,-2
2015-09-04T12:00:00,1,1,URL,General Social Networking,-2
2015-09-04T12:00:00,1,1,URL,Search,0
2015-09-04T12:00:00,1,1,URL,General Social Networking,-2
2015-09-04T12:00:00,1,1,URL,Video,-2
2015-09-04T14:00:00,289,1,kiwi for gmail,Uncategorized,0
2015-09-04T14:00:00,115,1,URL,Video,-2
2015-09-04T14:00:00,94,1,URL,Uncategorized,0
2015-09-04T14:00:00,46,1,Gmail,Email,-2
2015-09-04T14:00:00,24,1,Gmail,Email,-2
2015-09-04T14:00:00,13,1,URL,General Utilities,1
2015-09-04T14:00:00,10,1,newtab,Browsers,0
2015-09-04T14:00:00,8,1,URL,General Social Networking,-2
2015-09-04T14:00:00,7,1,URL,General Social Networking,-2
2015-09-04T14:00:00,3,1,URL,General Social Networking,-2
2015-09-04T14:00:00,1,1,URL,Uncategorized,0
2015-09-04T15:00:00,1464,1,URL,Uncategorized,0
2015-09-04T15:00:00,127,1,URL,Travel & Outdoors,2
2015-09-04T15:00:00,28,1,newtab,Browsers,0
2015-09-04T15:00:00,20,1,URL,Search,0
2015-09-04T15:00:00,18,1,URL,Search,0
2015-09-04T15:00:00,14,1,URL,Uncategorized,0
2015-09-04T15:00:00,14,1,URL,General Reference & Learning,2
2015-09-04T15:00:00,6,1,facetime,Voice Chat,-2
2015-09-04T15:00:00,6,1,URL,Search,0
2015-09-04T16:00:00,908,1,kiwi for gmail,Uncategorized,0
2015-09-04T16:00:00,346,1,URL,Uncategorized,0
2015-09-04T16:00:00,179,1,slack,Instant Message,-2
2015-09-04T16:00:00,176,1,day one reminders,Writing,2
2015-09-04T16:00:00,152,1,Google Spreadsheets,General Business,2
2015-09-04T16:00:00,127,1,URL,Search,0
2015-09-04T16:00:00,124,1,URL,General Social Networking,-2
2015-09-04T16:00:00,77,1,URL,General Reference & Learning,2
2015-09-04T16:00:00,64,1,URL,Uncategorized,0
2015-09-04T16:00:00,40,1,loginwindow,General Utilities,1
2015-09-04T16:00:00,34,1,URL,General Reference & Learning,2
2015-09-04T16:00:00,32,1,URL,Search,2
2015-09-04T16:00:00,25,1,URL,Uncategorized,0
2015-09-04T16:00:00,23,1,URL,Uncategorized,0
2015-09-04T16:00:00,21,1,spotify,General Entertainment,0
2015-09-04T16:00:00,18,1,URL,General Business,2
2015-09-04T16:00:00,14,1,newtab,Browsers,0
2015-09-04T16:00:00,12,1,URL,General Social Networking,-2
2015-09-04T16:00:00,8,1,URL,General Business,2
2015-09-04T16:00:00,6,1,URL,General Social Networking,-2
2015-09-04T16:00:00,6,1,URL,General Business,2
2015-09-04T16:00:00,6,1,google chrome,Browsers,0
2015-09-04T16:00:00,5,1,URL,Video,-2
2015-09-04T16:00:00,5,1,URL,Search,0
2015-09-04T16:00:00,5,1,URL,Uncategorized,0
2015-09-04T16:00:00,5,1,URL,Search,0
2015-09-04T16:00:00,4,1,URL,General Business,2
2015-09-04T16:00:00,4,1,Skype,Voice Chat,-1
2015-09-04T16:00:00,3,1,URL,Uncategorized,0
2015-09-04T16:00:00,2,1,URL,Uncategorized,0
2015-09-04T16:00:00,2,1,URL,General Social Networking,-2
2015-09-04T16:00:00,2,1,screensaverengine,General Utilities,1
2015-09-04T16:00:00,2,1,messages,Instant Message,-2
2015-09-04T16:00:00,2,1,URL,General Business,2
2015-09-04T16:00:00,1,1,URL,General Utilities,1
2015-09-04T16:00:00,1,1,Google Spreadsheets,General Business,2
2015-09-04T16:00:00,1,1,URL,Travel & Outdoors,2
2015-09-04T16:00:00,1,1,newtab,Browsers,0
2015-09-04T16:00:00,1,1,Skype,Voice Chat,-1
2015-09-04T17:00:00,1750,1,Google Spreadsheets,General Business,2
2015-09-04T17:00:00,609,1,kiwi for gmail,Uncategorized,0
2015-09-04T17:00:00,457,1,URL,Engineering & Technology,2
2015-09-04T17:00:00,266,1,URL,General Social Networking,-2
2015-09-04T17:00:00,140,1,slack,Instant Message,-2
2015-09-04T17:00:00,103,1,URL,Uncategorized,0
2015-09-04T17:00:00,48,1,Google Presentations,Presentation,2
2015-09-04T17:00:00,38,1,URL,General Reference & Learning,2
2015-09-04T17:00:00,28,1,URL,General Reference & Learning,1
2015-09-04T17:00:00,27,1,newtab,Browsers,0
2015-09-04T17:00:00,26,1,URL,General Social Networking,-2
2015-09-04T17:00:00,25,1,URL,Uncategorized,0
2015-09-04T17:00:00,22,1,URL,General Business,2
2015-09-04T17:00:00,17,1,evernote helper,General Reference & Learning,2
2015-09-04T17:00:00,15,1,URL,General Reference & Learning,2
2015-09-04T17:00:00,8,1,facetime,Voice Chat,-2
2015-09-04T17:00:00,5,1,URL,General Social Networking,-2
2015-09-04T17:00:00,3,1,URL,General Reference & Learning,2
2015-09-04T17:00:00,3,1,URL,Search,0
2015-09-04T17:00:00,3,1,URL,Search,0
2015-09-04T17:00:00,2,1,URL,Search,0
2015-09-04T17:00:00,2,1,Google Presentations,Presentation,2
2015-09-04T17:00:00,1,1,newtab,Browsers,0
2015-09-04T17:00:00,1,1,Google Presentations,Presentation,2
2015-09-04T18:00:00,1261,1,Google Spreadsheets,General Business,2
2015-09-04T18:00:00,113,1,URL,General Reference & Learning,2
2015-09-04T18:00:00,112,1,kiwi for gmail,Uncategorized,0
2015-09-04T18:00:00,110,1,URL,General Reference & Learning,1
2015-09-04T18:00:00,104,1,URL,General Social Networking,-2
2015-09-04T18:00:00,85,1,Google Presentations,Presentation,2
2015-09-04T18:00:00,64,1,Google Presentations,Presentation,2
2015-09-04T18:00:00,41,1,Google Presentations,Presentation,2
2015-09-04T18:00:00,35,1,loginwindow,General Utilities,1
2015-09-04T18:00:00,16,1,newtab,Browsers,0
2015-09-04T18:00:00,12,1,URL,General Business,2
2015-09-04T18:00:00,6,1,URL,General Business,2
2015-09-04T18:00:00,5,1,URL,General Social Networking,-2
2015-09-04T18:00:00,5,1,URL,General Reference & Learning,2
2015-09-04T18:00:00,5,1,URL,General Reference & Learning,2
2015-09-04T18:00:00,4,1,Google Presentations,Presentation,2
2015-09-04T18:00:00,4,1,URL,General Business,2
2015-09-04T18:00:00,3,1,URL,Engineering & Technology,2
2015-09-04T18:00:00,2,1,URL,Uncategorized,0
2015-09-04T18:00:00,2,1,URL,General Business,2
2015-09-04T18:00:00,2,1,Google Presentations,Presentation,2
2015-09-04T18:00:00,1,1,Google Presentations,Presentation,2
2015-09-04T18:00:00,1,1,URL,General Social Networking,-2
2015-09-05T01:00:00,341,1,URL,Uncategorized,0
2015-09-05T01:00:00,184,1,URL,Video,-2
2015-09-05T01:00:00,175,1,Twitter,General Social Networking,-1
2015-09-05T01:00:00,146,1,kiwi for gmail,Uncategorized,0
2015-09-05T01:00:00,113,1,URL,Video,-2
2015-09-05T01:00:00,78,1,URL,General News & Opinion,-2
2015-09-05T01:00:00,73,1,URL,General Shopping,-2
2015-09-05T01:00:00,60,1,URL,General Shopping,-2
2015-09-05T01:00:00,56,1,URL,Video,-2
2015-09-05T01:00:00,53,1,URL,General News & Opinion,-2
2015-09-05T01:00:00,53,1,URL,Uncategorized,0
2015-09-05T01:00:00,52,1,URL,Uncategorized,0
2015-09-05T01:00:00,47,1,newtab,Browsers,0
2015-09-05T01:00:00,44,1,URL,General Entertainment,-2
2015-09-05T01:00:00,37,1,Twitter,General Social Networking,-1
2015-09-05T01:00:00,33,1,Twitter,General Social Networking,-1
2015-09-05T01:00:00,32,1,loginwindow,General Utilities,1
2015-09-05T01:00:00,28,1,URL,Search,0
2015-09-05T01:00:00,25,1,URL,Search,0
2015-09-05T01:00:00,24,1,URL,General Social Networking,-2
2015-09-05T01:00:00,18,1,URL,General Social Networking,-2
2015-09-05T01:00:00,17,1,URL,Search,0
2015-09-05T01:00:00,16,1,URL,General Social Networking,-2
2015-09-05T01:00:00,16,1,URL,Search,0
2015-09-05T01:00:00,15,1,Twitter,General Social Networking,-1
2015-09-05T01:00:00,14,1,URL,General Shopping,-2
2015-09-05T01:00:00,13,1,URL,Search,0
2015-09-05T01:00:00,12,1,Twitter,General Social Networking,-1
2015-09-05T01:00:00,12,1,URL,General Reference & Learning,2
2015-09-05T01:00:00,11,1,URL,Search,0
2015-09-05T01:00:00,11,1,URL,Uncategorized,0
2015-09-05T01:00:00,10,1,URL,Search,0
2015-09-05T01:00:00,7,1,URL,General Social Networking,-2
2015-09-05T01:00:00,4,1,Google Spreadsheets,General Business,2
2015-09-05T01:00:00,3,1,newtab,Browsers,0
2015-09-05T01:00:00,3,1,URL,General Software Development,2
2015-09-05T01:00:00,3,1,URL,Video,-2
2015-09-05T01:00:00,2,1,URL,Search,0
2015-09-05T01:00:00,2,1,URL,Engineering & Technology,2
2015-09-05T01:00:00,1,1,URL,Video,-2
